Name,Weight (%)
"ZILLOW GROUP INC","0.41"
"ETSY INC","0.37"
"TERADYNE INC","0.35"
"ISHARES RUSSELL MIDCAP INDEX FUND","0.32"
"HUBSPOT INC","0.32"
"PG&E CORPORATION","0.31"
"CATALENT INC","0.30"
"ISHARES RUSSELL 2000 INDEX FUND","0.30"
"ZENDESK INC","0.29"
"PERKINELMER INC","0.29"
