Name,Weight (%)
"ROCHE HOLDING AG","2.95"
"RIO TINTO PLC","2.42"
"BHP GROUP PLC","2.30"
"KONINKLIJKE PHILIPS NV","2.23"
"HITACHI LTD","2.19"
"KONINKLIJKE AHOLD DELHAIZE NV","1.88"
"NOVO NORDISK A/S","1.85"
"NIPPON TELEGRAPH AND TELEPHONE CORPORATION","1.81"
"RIO TINTO LTD","1.65"
"FUJITSU LTD","1.65"
