Name,Weight (%)
"APPLE INC","5.26"
"MICROSOFT CORPORATION","4.39"
"AMAZON.COM INC","3.68"
"ALPHABET INC","2.87"
"FACEBOOK INC","1.82"
"BERKSHIRE HATHAWAY INC","1.20"
"TESLA INC","1.15"
"JOHNSON & JOHNSON","1.05"
"JPMORGAN CHASE & CO","0.98"
"VISA INC","0.97"
