Name,Weight (%)
"APPLE INC","6.70"
"MICROSOFT CORPORATION","5.31"
"AMAZON.COM INC","4.39"
"ALPHABET INC","3.27"
"FACEBOOK INC","2.08"
"TESLA INC","1.69"
"BERKSHIRE HATHAWAY INC","1.42"
"JOHNSON & JOHNSON","1.30"
"JPMORGAN CHASE & CO","1.22"
"VISA INC","1.17"
