Name,Weight (%)
"APPLE INC","5.00"
"MICROSOFT CORPORATION","4.44"
"AMAZON.COM INC","3.35"
"ALPHABET INC","3.06"
"FACEBOOK INC","1.58"
"TESLA INC","1.31"
"BERKSHIRE HATHAWAY INC","1.15"
"JPMORGAN CHASE & CO","1.13"
"JOHNSON & JOHNSON","1.07"
"VISA INC","0.91"
