Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Accrual Date,Effective Date
"IUSB","ISHARES CORE TOTAL USD BOND MARKET","ETFs","Fixed Income","483,607,373.88","57.16","483,607,373.88","8,919,354.00","8,919,354.00","46434V613","US46434V6130","BN90WM7","54.22","United States","XNAS","USD","5.81","1.52","1.00","-","0.00","6.13","-","1.46","6.00","1.46","USD","-","Jun 10, 2014"
"IVV","ISHARES CORE S&P ETF","ETFs","Equity","137,562,930.96","16.26","137,562,930.96","360,906.00","360,906.00","464287200","US4642872000","2593025","381.16","United States","ARCX","USD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","USD","-","Dec 01, 2009"
"IDEV","ISHARES CORE MSCI INT DEVEL ETF","ETFs","Equity","91,486,269.00","10.81","91,486,269.00","1,444,140.00","1,444,140.00","46435G326","US46435G3267","BF0BYP0","63.35","United States","ARCX","USD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","USD","-","Mar 15, 2017"
"IAGG","iShares Core Intl Aggregate Bnd ET","ETFs","Fixed Income","85,567,223.04","10.11","85,567,223.04","1,527,168.00","1,527,168.00","46435G672","US46435G6724","BYQKX57","56.03","United States","BATS","USD","7.84","0.70","1.00","-","0.00","7.86","-","0.69","7.84","0.69","USD","-","Nov 10, 2015"
"IEMG","ISHARES CORE MSCI EMERGING MARKETS","ETFs","Equity","33,319,141.80","3.94","33,319,141.80","509,467.00","509,467.00","46434G103","US46434G1031","B8NDCB6","65.40","United States","ARCX","USD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","USD","-","Oct 17, 2012"
"IJH","ISHARES CORE S&P MID-CAP ETF","ETFs","Equity","8,917,686.45","1.05","8,917,686.45","36,885.00","36,885.00","464287507","US4642875078","2611637","241.77","United States","ARCX","USD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","USD","-","May 22, 2000"
"IJR","ISHARES CORE S&P SMALL-CAP ETF","ETFs","Equity","3,889,716.04","0.46","3,889,716.04","39,298.00","39,298.00","464287804","US4642878049","2678869","98.98","United States","ARCX","USD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","USD","-","May 22, 2000"
"XTSLA","BLK CSH FND TREASURY SL AGENCY","Cash and/or Derivatives","Money Market","1,780,999.63","0.21","1,780,999.63","1,781,000.00","1,781,000.00","066922477","US0669224778","-","1.00","United States","-","USD","0.12","0.08","1.00","-","0.13","0.13","-","0.08","0.13","0.08","USD","-","Feb 04, 2009"
"USD","USD CASH","Cash and/or Derivatives","Cash","-52,671.06","-0.01","-52,671.06","-527.00","-527.00","-","-","-","100.00","United States","-","USD","0.00","0.13","1.00","-","0.00","0.00","-","0.13","0.00","0.13","USD","-","Jan 01, 1989"
