Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Effective Date,Accrual Date
"ESGU","iShares ESG Aware MSCI USA ETF","Financials","Equity","2,108,851.80","44.80","2,108,851.80","23,845.00","23,845.00","46435G425","US46435G4257","BD6C4F3","88.44","United States","NASDAQ","USD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","USD","Dec 01, 2016","-"
"ESGD","iShares ESG Aware MSCI EAFE ETF","Financials","Equity","981,720.20","20.86","981,720.20","13,060.00","13,060.00","46435G516","US46435G5163","BD06LG1","75.17","United States","NASDAQ","USD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","USD","Jun 30, 2016","-"
"EAGG","iShares ESG Aware US Agg Bond ETF","Other","Fixed Income","835,721.70","17.76","835,721.70","14,897.00","14,897.00","46435U549","US46435U5496","BF2KNM5","56.10","United States","NYSE Arca","USD","5.97","1.12","1.00","-","0.00","6.22","-","1.10","6.18","1.10","USD","Oct 23, 2018","-"
"ESGE","iShares ESG Aware MSCI EM ETF","Financials","Equity","494,658.26","10.51","494,658.26","10,874.00","10,874.00","46434G863","US46434G8630","BD06LN8","45.49","United States","NASDAQ","USD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","USD","Jun 30, 2016","-"
"ESML","iShares ESG Aware MSCI USA Small-C","Financials","Equity","277,652.70","5.90","277,652.70","7,494.00","7,494.00","46435U663","US46435U6635","BDS5PH9","37.05","United States","Cboe BZX formerly known as BATS","USD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","USD","Apr 12, 2018","-"
"USD","USD CASH","Cash and/or Derivatives","Cash","8,346.63","0.18","8,346.63","8,347.00","8,347.00","-","-","-","100.00","United States","-","USD","0.00","0.12","1.00","-","0.00","0.00","-","0.12","0.00","0.12","USD","Jan 01, 1989","-"
