Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Effective Date,Accrual Date
"MEMPHIS TENN","Local Tax-Backed","Fixed Income","358,404.27","0.12","358,404.27","320,000.00","586145V27","US586145V271","-","110.79","United States","-","USD","2.14","0.21","1.00","May 01, 2023","5.00","2.14","-","0.21","2.14","0.21","USD","Apr 29, 2020","Apr 29, 2020"
"ALABAMA FED AID HWY FIN AUTH S","Transportation","Fixed Income","354,837.37","0.12","354,837.37","310,000.00","010268BZ2","US010268BZ20","-","112.42","United States","-","USD","2.43","0.19","1.00","Sep 01, 2023","5.00","2.43","-","0.19","2.43","0.19","USD","Jun 29, 2017","Jun 29, 2017"
"PENNSYLVANIA ST TPK COMMN TPK REV","Transportation","Fixed Income","354,812.57","0.12","354,812.57","310,000.00","709223E49","US709223E498","-","113.66","United States","-","USD","2.68","0.18","1.00","Dec 01, 2023","5.00","2.68","-","0.18","2.68","0.18","USD","Apr 28, 2011","Apr 28, 2011"
"OKLAHOMA CAP IMP AUTH ST HWY C","State Tax-Backed","Fixed Income","352,094.40","0.12","352,094.40","315,000.00","678514BY5","US678514BY50","-","111.40","United States","-","USD","2.31","0.28","1.00","Jul 01, 2023","5.00","2.31","-","0.28","2.31","0.28","USD","Oct 13, 2016","Oct 13, 2016"
"WASHINGTON ST UNIV REVS","Education","Fixed Income","351,864.45","0.12","351,864.45","315,000.00","9400937J0","US9400937J08","-","110.08","United States","-","USD","2.06","0.34","1.00","Apr 01, 2023","5.00","2.06","-","0.34","2.06","0.34","USD","Mar 11, 2015","Mar 11, 2015"
"MADISON WIS","Local Tax-Backed","Fixed Income","351,621.90","0.12","351,621.90","315,000.00","55844RNH3","US55844RNH39","-","110.33","United States","-","USD","2.54","0.13","1.00","Oct 01, 2023","4.00","2.54","-","0.13","2.54","0.13","USD","Oct 19, 2017","Oct 19, 2017"
"NEW YORK ST DORM AUTH REVS NON","Education","Fixed Income","349,429.50","0.12","349,429.50","315,000.00","64990BUK7","US64990BUK78","-","110.56","United States","-","USD","2.31","0.61","1.00","Jul 01, 2023","5.00","2.31","-","0.61","2.31","0.61","USD","Dec 16, 2015","Dec 16, 2015"
"LOUDOUN CNTY VA","Local Tax-Backed","Fixed Income","343,826.00","0.12","343,826.00","300,000.00","54589TGM8","US54589TGM80","-","113.82","United States","-","USD","2.68","0.13","1.00","Dec 01, 2023","5.00","2.68","-","0.13","2.68","0.13","USD","Jun 20, 2018","Jun 20, 2018"
"PENNSYLVANIA ST","State Tax-Backed","Fixed Income","343,443.67","0.11","343,443.67","300,000.00","70914PD74","US70914PD744","-","112.63","United States","-","USD","2.46","0.18","1.00","Sep 15, 2023","5.00","2.46","-","0.18","2.46","0.18","USD","Aug 19, 2016","Aug 19, 2016"
"HAWAII ST","State Tax-Backed","Fixed Income","343,323.00","0.11","343,323.00","300,000.00","419792JY3","US419792JY39","-","112.82","United States","-","USD","2.51","0.19","1.00","Oct 01, 2023","5.00","2.51","-","0.19","2.51","0.19","USD","Apr 14, 2016","Apr 14, 2016"
"LOS ANGELES CNTY CALIF MET TRA","Local Tax-Backed","Fixed Income","342,252.70","0.11","342,252.70","305,000.00","54466HCA2","US54466HCA23","-","111.84","United States","-","USD","2.31","0.11","1.00","Jul 01, 2023","5.00","2.31","-","0.11","2.31","0.11","USD","Mar 10, 2016","Mar 10, 2016"
"SAN ANTONIO TEX ELEC & GAS REV","Utility","Fixed Income","342,092.07","0.11","342,092.07","305,000.00","7962533W0","US7962533W00","-","109.70","United States","-","USD","1.90","0.16","1.00","Feb 01, 2023","5.00","1.90","-","0.16","1.90","0.16","USD","Aug 01, 2015","Aug 13, 2015"
"BALTIMORE MD REV","Utility","Fixed Income","341,700.65","0.11","341,700.65","305,000.00","059231ZH6","US059231ZH66","-","111.66","United States","-","USD","2.31","0.18","1.00","Jul 01, 2023","5.00","2.31","-","0.18","2.31","0.18","USD","Dec 03, 2014","Dec 03, 2014"
"MARYLAND ST DEPT TRANSN CONS T","State Tax-Backed","Fixed Income","340,426.77","0.11","340,426.77","305,000.00","574204E58","US574204E581","-","109.98","United States","-","USD","2.46","0.14","1.00","Sep 01, 2023","4.00","2.46","-","0.14","2.46","0.14","USD","Nov 10, 2016","Nov 10, 2016"
"PIMA CNTY ARIZ","Local Tax-Backed","Fixed Income","339,598.80","0.11","339,598.80","310,000.00","721663ZL9","US721663ZL96","-","109.25","United States","-","USD","2.33","0.18","1.00","Jul 01, 2023","4.00","2.33","-","0.18","2.33","0.18","USD","Jul 06, 2016","Jul 06, 2016"
"NEW JERSEY ECONOMIC DEV AUTH R","State Tax-Backed","Fixed Income","339,477.88","0.11","339,477.88","305,000.00","64577BKG8","US64577BKG85","-","110.71","United States","-","USD","2.26","0.47","1.00","Jun 15, 2023","5.00","2.26","-","0.47","2.26","0.47","USD","Aug 31, 2015","Aug 31, 2015"
"MONTGOMERY CNTY MD","Local Tax-Backed","Fixed Income","338,108.35","0.11","338,108.35","295,000.00","6133407J1","US6133407J17","-","112.99","United States","-","USD","2.51","0.13","1.00","Oct 01, 2023","5.00","2.51","-","0.13","2.51","0.13","USD","Nov 15, 2017","Nov 15, 2017"
"VIRGINIA ST RES AUTH CLEAN WTR","Utility","Fixed Income","338,022.80","0.11","338,022.80","295,000.00","92817LRH8","US92817LRH86","-","112.96","United States","-","USD","2.51","0.14","1.00","Oct 01, 2023","5.00","2.51","-","0.14","2.51","0.14","USD","Apr 14, 2015","Apr 14, 2015"
"RHODE IS INFRASTRUCTURE BK WTR","Utility","Fixed Income","337,769.10","0.11","337,769.10","295,000.00","76221UCB0","US76221UCB08","-","112.87","United States","-","USD","2.51","0.17","1.00","Oct 01, 2023","5.00","2.51","-","0.17","2.51","0.17","USD","Jun 02, 2016","Jun 02, 2016"
"NEVADA ST HWY IMPT REV","State Tax-Backed","Fixed Income","337,644.22","0.11","337,644.22","295,000.00","641480HV3","US641480HV30","-","113.66","United States","-","USD","2.68","0.18","1.00","Dec 01, 2023","5.00","2.68","-","0.18","2.68","0.18","USD","Mar 09, 2016","Mar 09, 2016"
"MECKLENBURG CNTY N C LTD OBLIG","Local Tax-Backed","Fixed Income","337,432.80","0.11","337,432.80","295,000.00","58400CAV9","US58400CAV90","-","112.76","United States","-","USD","2.51","0.21","1.00","Oct 01, 2023","5.00","2.51","-","0.21","2.51","0.21","USD","Apr 30, 2015","Apr 30, 2015"
"OHIO ST SPL OBLIG","State Tax-Backed","Fixed Income","336,832.97","0.11","336,832.97","295,000.00","67759HHT4","US67759HHT41","-","113.39","United States","-","USD","2.68","0.27","1.00","Dec 01, 2023","5.00","2.67","-","0.27","2.67","0.27","USD","Oct 06, 2016","Oct 06, 2016"
"GEORGIA ST","State Tax-Backed","Fixed Income","336,676.00","0.11","336,676.00","300,000.00","373385AF0","US373385AF09","-","109.77","United States","-","USD","1.90","0.13","1.00","Feb 01, 2023","5.00","1.90","-","0.13","1.90","0.13","USD","Jul 18, 2017","Jul 18, 2017"
"SEATTLE WASH MUN LT & PWR REV","Utility","Fixed Income","336,279.00","0.11","336,279.00","300,000.00","812643MT8","US812643MT87","-","110.47","United States","-","USD","2.07","0.18","1.00","Apr 01, 2023","5.00","2.06","-","0.18","2.06","0.18","USD","Jan 28, 2016","Jan 28, 2016"
"WASHINGTON ST FOR ISSUES DTD P","State Tax-Backed","Fixed Income","336,177.00","0.11","336,177.00","300,000.00","93974DGG7","US93974DGG79","-","111.68","United States","-","USD","2.31","0.17","1.00","Jul 01, 2023","5.00","2.31","-","0.17","2.31","0.17","USD","Jul 09, 2014","Jul 09, 2014"
"LAS VEGAS VY NEV WTR DIST","Local Tax-Backed","Fixed Income","336,086.00","0.11","336,086.00","300,000.00","517845FV0","US517845FV00","-","111.24","United States","-","USD","2.23","0.19","1.00","Jun 01, 2023","5.00","2.23","-","0.19","2.23","0.19","USD","Mar 13, 2019","Mar 13, 2019"
"HONOLULU HAWAII CITY & CNTY WA","Utility","Fixed Income","336,024.00","0.11","336,024.00","300,000.00","438701J70","US438701J706","-","111.63","United States","-","USD","2.31","0.19","1.00","Jul 01, 2023","5.00","2.31","-","0.19","2.31","0.19","USD","Sep 08, 2016","Sep 08, 2016"
"FLORIDA ST DEPT ENVIRONMENTAL","State Tax-Backed","Fixed Income","335,946.00","0.11","335,946.00","300,000.00","34160WYX6","US34160WYX63","-","111.61","United States","-","USD","2.31","0.20","1.00","Jul 01, 2023","5.00","2.31","-","0.20","2.31","0.20","USD","Jan 05, 2016","Jan 05, 2016"
"PORT AUTH N Y & N J","Transportation","Fixed Income","335,755.67","0.11","335,755.67","300,000.00","73358WU51","US73358WU519","-","111.74","United States","-","USD","2.35","0.22","1.00","Jul 15, 2023","5.00","2.35","-","0.22","2.35","0.22","USD","May 04, 2018","May 04, 2018"
"CLARK CNTY NEV SCH DIST FOR IS","School Districts","Fixed Income","333,786.67","0.11","333,786.67","300,000.00","181059UL8","US181059UL82","-","110.67","United States","-","USD","2.26","0.49","1.00","Jun 15, 2023","5.00","2.26","-","0.49","2.26","0.49","USD","Jun 16, 2016","Jun 16, 2016"
"CLARK CNTY NEV SCH DIST","School Districts","Fixed Income","333,786.67","0.11","333,786.67","300,000.00","181059ZG4","US181059ZG43","-","110.67","United States","-","USD","2.26","0.49","1.00","Jun 15, 2023","5.00","2.26","-","0.49","2.26","0.49","USD","Jun 26, 2018","Jun 26, 2018"
"NEW YORK CITY NY TRANSITIONAL FIN","Local Tax-Backed","Fixed Income","332,320.67","0.11","332,320.67","290,000.00","64971XAE8","US64971XAE85","-","112.14","United States","-","USD","2.34","0.15","1.00","Aug 01, 2023","5.00","2.34","-","0.15","2.34","0.15","USD","Aug 17, 2017","Aug 17, 2017"
"NEW JERSEY ST TRANSN TR FD AUT","Transportation","Fixed Income","331,836.67","0.11","331,836.67","300,000.00","646136Z87","US646136Z873","-","110.02","United States","-","USD","2.26","0.75","1.00","Jun 15, 2023","5.00","2.26","-","0.75","2.26","0.75","USD","Nov 02, 2016","Nov 02, 2016"
"ALABAMA ST","State Tax-Backed","Fixed Income","331,726.17","0.11","331,726.17","290,000.00","010411CY0","US010411CY00","-","113.18","United States","-","USD","2.59","0.21","1.00","Nov 01, 2023","5.00","2.59","-","0.21","2.59","0.21","USD","Dec 13, 2018","Dec 13, 2018"
"NEW YORK N Y CITY TRANSITIONAL","Local Tax-Backed","Fixed Income","330,937.88","0.11","330,937.88","295,000.00","64971QW90","US64971QW906","-","109.72","United States","-","USD","1.90","0.15","1.00","Feb 01, 2023","5.00","1.90","-","0.15","1.90","0.15","USD","Apr 18, 2013","Apr 18, 2013"
"DENVER COLO CITY & CNTY ARPT R","Transportation","Fixed Income","330,909.98","0.11","330,909.98","290,000.00","249182JV9","US249182JV98","-","113.09","United States","-","USD","2.63","0.30","1.00","Nov 15, 2023","5.00","2.63","-","0.30","2.63","0.30","USD","Dec 01, 2016","Dec 01, 2016"
"METROPOLITAN GOVT NASHVILLE &","Local Tax-Backed","Fixed Income","330,650.75","0.11","330,650.75","295,000.00","592112SF4","US592112SF46","-","111.71","United States","-","USD","2.31","0.16","1.00","Jul 01, 2023","5.00","2.31","-","0.16","2.31","0.16","USD","Feb 02, 2017","Feb 02, 2017"
"NEW YORK N Y CITY TRANSITIONAL","State Tax-Backed","Fixed Income","330,555.04","0.11","330,555.04","295,000.00","64972HVY5","US64972HVY51","-","111.87","United States","-","USD","2.35","0.17","1.00","Jul 15, 2023","5.00","2.35","-","0.17","2.35","0.17","USD","Jan 22, 2015","Jan 22, 2015"
"ARIZONA BRD REGENTS ARIZ ST UN","Education","Fixed Income","330,116.80","0.11","330,116.80","295,000.00","04048RQU3","US04048RQU31","-","111.53","United States","-","USD","2.31","0.23","1.00","Jul 01, 2023","5.00","2.31","-","0.23","2.31","0.23","USD","Sep 14, 2016","Sep 14, 2016"
"NEW YORK ST DORM AUTH ST PERS","State Tax-Backed","Fixed Income","324,999.78","0.11","324,999.78","290,000.00","64990FUG7","US64990FUG70","-","109.81","United States","-","USD","1.94","0.20","1.00","Feb 15, 2023","5.00","1.93","-","0.20","1.93","0.20","USD","Jun 19, 2015","Jun 19, 2015"
"MASSACHUSETTS ST TRANSN FD REV","State Tax-Backed","Fixed Income","324,883.13","0.11","324,883.13","290,000.00","57604TEH5","US57604TEH59","-","111.24","United States","-","USD","2.23","0.19","1.00","Jun 01, 2023","5.00","2.23","-","0.19","2.23","0.19","USD","Oct 06, 2016","Oct 06, 2016"
"OHIO ST TPK COMMN TPK REV","Transportation","Fixed Income","324,437.18","0.11","324,437.18","290,000.00","67760HJW2","US67760HJW25","-","109.61","United States","-","USD","1.94","0.29","1.00","Feb 15, 2023","5.00","1.93","-","0.29","1.93","0.29","USD","Aug 15, 2013","Aug 15, 2013"
"VIRGINIA ST PUB BLDG AUTH PUB","State Tax-Backed","Fixed Income","320,710.13","0.11","320,710.13","280,000.00","928172ZU2","US928172ZU25","-","112.08","United States","-","USD","2.34","0.17","1.00","Aug 01, 2023","5.00","2.34","-","0.17","2.34","0.17","USD","Feb 21, 2013","Feb 21, 2013"
"NEW YORK ST DORM AUTH ST PERS","State Tax-Backed","Fixed Income","319,396.33","0.11","319,396.33","285,000.00","64990ENE3","US64990ENE31","-","109.81","United States","-","USD","1.94","0.20","1.00","Feb 15, 2023","5.00","1.93","-","0.20","1.93","0.20","USD","Mar 21, 2014","Mar 21, 2014"
"DALLAS TEX AREA RAPID TRAN SAL","Local Tax-Backed","Fixed Income","314,585.33","0.11","314,585.33","275,000.00","235241PV2","US235241PV23","-","113.60","United States","-","USD","2.68","0.20","1.00","Dec 01, 2023","5.00","2.68","-","0.20","2.68","0.20","USD","Dec 11, 2014","Dec 11, 2014"
"MILWAUKEE WIS MET SEW DIST","Local Tax-Backed","Fixed Income","314,476.25","0.11","314,476.25","275,000.00","602409KE3","US602409KE36","-","112.73","United States","-","USD","2.51","0.22","1.00","Oct 01, 2023","5.00","2.51","-","0.22","2.51","0.22","USD","Jun 12, 2017","Jun 12, 2017"
"CALIFORNIA EDL FACS AUTH REV","Education","Fixed Income","314,269.82","0.11","314,269.82","280,000.00","130178TQ9","-","BGSM0B0","110.39","United States","-","USD","2.01","0.11","1.00","Mar 15, 2023","5.00","2.02","-","0.11","2.02","0.11","USD","Aug 04, 2009","Aug 04, 2009"
"MASSACHUSETTS ST","State Tax-Backed","Fixed Income","314,056.40","0.11","314,056.40","280,000.00","57582RNV4","US57582RNV41","-","111.79","United States","-","USD","2.31","0.13","1.00","Jul 01, 2023","5.00","2.31","-","0.13","2.31","0.13","USD","Jun 28, 2017","Jun 28, 2017"
"SAN DIEGO CALIF UNI SCH DIST","School Districts","Fixed Income","313,622.40","0.10","313,622.40","280,000.00","7973552L7","US7973552L71","-","111.63","United States","-","USD","2.31","0.19","1.00","Jul 01, 2023","5.00","2.31","-","0.19","2.31","0.19","USD","Jun 29, 2015","Jun 29, 2015"
"INTERMOUNTAIN PWR AGY UTAH PWR","Utility","Fixed Income","313,261.20","0.10","313,261.20","280,000.00","45884AZT3","US45884AZT32","-","111.50","United States","-","USD","2.31","0.24","1.00","Jul 01, 2023","5.00","2.31","-","0.24","2.31","0.24","USD","Apr 04, 2018","Apr 04, 2018"
"MARICOPA CNTY ARIZ UN HIGH SCH","School Districts","Fixed Income","313,261.20","0.10","313,261.20","280,000.00","567505PK2","US567505PK23","-","111.50","United States","-","USD","2.31","0.24","1.00","Jul 01, 2023","5.00","2.31","-","0.24","2.31","0.24","USD","May 08, 2018","May 08, 2018"
"COLUMBUS OHIO","Local Tax-Backed","Fixed Income","309,376.50","0.10","309,376.50","270,000.00","199492GC7","US199492GC70","-","112.32","United States","-","USD","2.38","0.15","1.00","Aug 15, 2023","5.00","2.38","-","0.15","2.38","0.15","USD","Sep 04, 2013","Sep 04, 2013"
"COLUMBUS OHIO","Local Tax-Backed","Fixed Income","309,376.50","0.10","309,376.50","270,000.00","199492LJ6","US199492LJ68","-","112.32","United States","-","USD","2.38","0.15","1.00","Aug 15, 2023","5.00","2.38","-","0.15","2.38","0.15","USD","Sep 04, 2014","Sep 04, 2014"
"OHIO ST UNIV GEN RCPTS","Education","Fixed Income","309,030.30","0.10","309,030.30","270,000.00","677632J85","US677632J851","-","113.66","United States","-","USD","2.68","0.18","1.00","Dec 01, 2023","5.00","2.68","-","0.18","2.68","0.18","USD","Jun 25, 2020","Jun 25, 2020"
"MARYLAND ST","State Tax-Backed","Fixed Income","308,551.83","0.10","308,551.83","275,000.00","574193LP1","US574193LP17","-","110.16","United States","-","USD","1.98","0.13","1.00","Mar 01, 2023","5.00","1.98","-","0.13","1.98","0.13","USD","Mar 17, 2015","Mar 17, 2015"
"NEW YORK ST DORM AUTH SALES TA","State Tax-Backed","Fixed Income","308,413.11","0.10","308,413.11","275,000.00","64990AHC2","US64990AHC27","-","110.30","United States","-","USD","2.01","0.15","1.00","Mar 15, 2023","5.00","2.02","-","0.15","2.02","0.15","USD","Mar 23, 2018","Mar 23, 2018"
"MASSACHUSETTS BAY TRANSN AUTH MASS","State Tax-Backed","Fixed Income","308,305.25","0.10","308,305.25","275,000.00","575579HA8","US575579HA86","-","111.74","United States","-","USD","2.31","0.15","1.00","Jul 01, 2023","5.00","2.31","-","0.15","2.31","0.15","USD","Mar 24, 2005","Mar 24, 2005"
"FLORIDA ST TPK AUTH TPK REV","Transportation","Fixed Income","308,233.75","0.10","308,233.75","275,000.00","3431367E1","US3431367E11","-","111.71","United States","-","USD","2.31","0.16","1.00","Jul 01, 2023","5.00","2.31","-","0.16","2.31","0.16","USD","Nov 05, 2015","Nov 05, 2015"
"PLANO TEX INDPT SCH DIST","School Districts","Fixed Income","308,189.44","0.10","308,189.44","275,000.00","727199YW5","US727199YW52","-","109.81","United States","-","USD","1.94","0.20","1.00","Feb 15, 2023","5.00","1.93","-","0.20","1.93","0.20","USD","Aug 01, 2017","Sep 12, 2017"
"ORANGE CNTY FLA TOURIST DEV TA","Local Tax-Backed","Fixed Income","307,832.40","0.10","307,832.40","270,000.00","684545YN0","US684545YN08","-","112.39","United States","-","USD","2.51","0.34","1.00","Oct 01, 2023","5.00","2.51","-","0.34","2.51","0.34","USD","Jul 07, 2015","Jul 07, 2015"
"CONNECTICUT ST","State Tax-Backed","Fixed Income","307,665.11","0.10","307,665.11","275,000.00","20772JU91","US20772JU918","-","110.03","United States","-","USD","2.01","0.27","1.00","Mar 15, 2023","5.00","2.02","-","0.27","2.02","0.27","USD","Mar 30, 2016","Mar 30, 2016"
"HAWAII ST HWY REV","State Tax-Backed","Fixed Income","307,258.00","0.10","307,258.00","280,000.00","41981CMC1","US41981CMC19","-","109.36","United States","-","USD","1.86","0.13","1.00","Jan 01, 2023","5.00","1.86","-","0.13","1.86","0.13","USD","Aug 14, 2014","Aug 14, 2014"
"NORTH TEX TWY AUTH REV","Transportation","Fixed Income","306,012.00","0.10","306,012.00","280,000.00","66285WWS1","US66285WWS15","-","108.92","United States","-","USD","1.86","0.35","1.00","Jan 01, 2023","5.00","1.85","-","0.35","1.85","0.35","USD","Nov 01, 2017","Nov 01, 2017"
"CALIFORNIA ST UNIV REV","Education","Fixed Income","303,833.98","0.10","303,833.98","265,000.00","13077CY32","US13077CY322","-","113.45","United States","-","USD","2.59","0.12","1.00","Nov 01, 2023","5.00","2.59","-","0.12","2.59","0.12","USD","Aug 05, 2015","Aug 05, 2015"
"TENNESSEE ST","State Tax-Backed","Fixed Income","303,741.23","0.10","303,741.23","265,000.00","880541WP8","US880541WP89","-","112.16","United States","-","USD","2.34","0.14","1.00","Aug 01, 2023","5.00","2.34","-","0.14","2.34","0.14","USD","Aug 25, 2016","Aug 25, 2016"
"WASHINGTON ST FOR ISSUES DTD P","State Tax-Backed","Fixed Income","303,529.23","0.10","303,529.23","265,000.00","93974DAU2","US93974DAU28","-","112.08","United States","-","USD","2.34","0.17","1.00","Aug 01, 2023","5.00","2.34","-","0.17","2.34","0.17","USD","Aug 21, 2013","Aug 21, 2013"
"NEW YORK N Y CITY TRANSITIONAL","Local Tax-Backed","Fixed Income","303,521.28","0.10","303,521.28","265,000.00","64971WZB9","US64971WZB98","-","113.33","United States","-","USD","2.59","0.16","1.00","Nov 01, 2023","5.00","2.59","-","0.16","2.59","0.16","USD","Nov 05, 2015","Nov 05, 2015"
"ALABAMA FED AID HWY FIN AUTH S","Transportation","Fixed Income","303,328.72","0.10","303,328.72","265,000.00","010268AH3","US010268AH31","-","112.42","United States","-","USD","2.43","0.19","1.00","Sep 01, 2023","5.00","2.43","-","0.19","2.43","0.19","USD","Feb 12, 2015","Feb 12, 2015"
"ILLINOIS FIN AUTH REV","Education","Fixed Income","302,984.22","0.10","302,984.22","265,000.00","45203HZ39","US45203HZ397","-","113.54","United States","-","USD","2.68","0.22","1.00","Dec 01, 2023","5.00","2.68","-","0.22","2.68","0.22","USD","Jun 04, 2015","Jun 04, 2015"
"NEW YORK N Y","Local Tax-Backed","Fixed Income","302,750.13","0.10","302,750.13","265,000.00","64966LV65","US64966LV651","-","111.79","United States","-","USD","2.34","0.28","1.00","Aug 01, 2023","5.00","2.34","-","0.28","2.34","0.28","USD","Aug 13, 2015","Aug 13, 2015"
"NEW YORK N Y","Local Tax-Backed","Fixed Income","302,750.13","0.10","302,750.13","265,000.00","64966MJG5","US64966MJG50","-","111.79","United States","-","USD","2.34","0.28","1.00","Aug 01, 2023","5.00","2.34","-","0.28","2.34","0.28","USD","Feb 22, 2017","Feb 22, 2017"
"HOUSTON TEX CMNTY COLLEGE SYS","School Districts","Fixed Income","302,586.00","0.10","302,586.00","270,000.00","44236PKB3","US44236PKB30","-","109.81","United States","-","USD","1.94","0.20","1.00","Feb 15, 2023","5.00","1.93","-","0.20","1.93","0.20","USD","Sep 21, 2016","Sep 21, 2016"
"LAS VEGAS VLY NV WTR DIST","Local Tax-Backed","Fixed Income","302,477.40","0.10","302,477.40","270,000.00","517845AG8","US517845AG87","-","111.24","United States","-","USD","2.23","0.19","1.00","Jun 01, 2023","5.00","2.23","-","0.19","2.23","0.19","USD","Apr 06, 2016","Apr 06, 2016"
"MILWAUKEE WIS","Local Tax-Backed","Fixed Income","301,126.50","0.10","301,126.50","270,000.00","602366XZ4","US602366XZ45","-","109.07","United States","-","USD","1.90","0.46","1.00","Feb 01, 2023","5.00","1.89","-","0.46","1.89","0.46","USD","Feb 08, 2018","Feb 08, 2018"
"ARIZONA ST CTFS PARTN","State Tax-Backed","Fixed Income","297,605.53","0.10","297,605.53","260,000.00","040588D93","US040588D932","-","112.42","United States","-","USD","2.43","0.19","1.00","Sep 01, 2023","5.00","2.43","-","0.19","2.43","0.19","USD","Jul 29, 2015","Jul 29, 2015"
"PENNSYLVANIA ST","State Tax-Backed","Fixed Income","297,098.57","0.10","297,098.57","265,000.00","70914PL34","US70914PL341","-","110.07","United States","-","USD","1.98","0.17","1.00","Mar 01, 2023","5.00","1.98","-","0.17","1.98","0.17","USD","May 23, 2018","May 23, 2018"
"MISSOURI ST BRD PUB BLDGS SPL","State Tax-Backed","Fixed Income","296,060.40","0.10","296,060.40","270,000.00","606341JR7","US606341JR77","-","108.35","United States","-","USD","2.09","0.15","1.00","Apr 01, 2023","4.00","2.08","-","0.15","2.08","0.15","USD","May 12, 2016","May 12, 2016"
"OHIO ST WTR DEV AUTH WTR POLLU","Utility","Fixed Income","292,173.05","0.10","292,173.05","255,000.00","67766WVQ2","US67766WVQ22","-","113.79","United States","-","USD","2.68","0.14","1.00","Dec 01, 2023","5.00","2.68","-","0.14","2.68","0.14","USD","May 01, 2014","May 01, 2014"
"IOWA FIN AUTH REV","Utility","Fixed Income","292,144.15","0.10","292,144.15","255,000.00","46246KZ70","US46246KZ704","-","112.11","United States","-","USD","2.34","0.16","1.00","Aug 01, 2023","5.00","2.34","-","0.16","2.34","0.16","USD","Feb 25, 2015","Feb 25, 2015"
"CALIFORNIA ST PUB WKS BRD LEAS","State Tax-Backed","Fixed Income","291,953.75","0.10","291,953.75","255,000.00","13068LHG3","US13068LHG32","-","112.45","United States","-","USD","2.43","0.18","1.00","Sep 01, 2023","5.00","2.43","-","0.18","2.43","0.18","USD","Oct 09, 2013","Oct 09, 2013"
"KING CNTY WASH SCH DIST NO 411","School Districts","Fixed Income","291,861.95","0.10","291,861.95","255,000.00","4952242F3","US4952242F31","-","113.66","United States","-","USD","2.68","0.18","1.00","Dec 01, 2023","5.00","2.68","-","0.18","2.68","0.18","USD","Mar 24, 2015","Mar 24, 2015"
"COLUMBUS OHIO","Local Tax-Backed","Fixed Income","291,717.11","0.10","291,717.11","260,000.00","199492JP5","US199492JP56","-","109.94","United States","-","USD","1.94","0.14","1.00","Feb 15, 2023","5.00","1.93","-","0.14","1.93","0.14","USD","Jun 24, 2014","Jun 24, 2014"
"ARKANSAS ST","State Tax-Backed","Fixed Income","291,322.20","0.10","291,322.20","260,000.00","041042ZA3","US041042ZA37","-","110.42","United States","-","USD","2.07","0.20","1.00","Apr 01, 2023","5.00","2.06","-","0.20","2.06","0.20","USD","Dec 01, 2014","Dec 01, 2014"
"BUNCOMBE CNTY N C LTD OBLIG","Local Tax-Backed","Fixed Income","291,274.53","0.10","291,274.53","260,000.00","120525FR6","US120525FR63","-","111.24","United States","-","USD","2.23","0.19","1.00","Jun 01, 2023","5.00","2.23","-","0.19","2.23","0.19","USD","Apr 30, 2015","Apr 30, 2015"
"WEST VA PKWYS AUTH TPK TOLL RE","Transportation","Fixed Income","291,274.53","0.10","291,274.53","260,000.00","956510AE1","US956510AE18","-","111.24","United States","-","USD","2.23","0.19","1.00","Jun 01, 2023","5.00","2.23","-","0.19","2.23","0.19","USD","Aug 14, 2018","Aug 14, 2018"
"ENERGY NORTHWEST WASH ELEC REV","Utility","Fixed Income","291,220.80","0.10","291,220.80","260,000.00","29270CU94","US29270CU943","-","111.63","United States","-","USD","2.31","0.19","1.00","Jul 01, 2023","5.00","2.31","-","0.19","2.31","0.19","USD","May 03, 2017","May 03, 2017"
"BEXAR CNTY TEX","Local Tax-Backed","Fixed Income","291,182.38","0.10","291,182.38","260,000.00","088281QX1","US088281QX16","-","111.40","United States","-","USD","2.27","0.20","1.00","Jun 15, 2023","5.00","2.27","-","0.20","2.27","0.20","USD","Dec 15, 2014","Dec 15, 2014"
"CLARK CNTY NEV SCH DIST FOR IS","School Districts","Fixed Income","289,281.78","0.10","289,281.78","260,000.00","181059UV6","US181059UV64","-","110.67","United States","-","USD","2.26","0.49","1.00","Jun 15, 2023","5.00","2.26","-","0.49","2.26","0.49","USD","Jun 16, 2016","Jun 16, 2016"
"MINNESOTA ST","State Tax-Backed","Fixed Income","286,605.00","0.10","286,605.00","250,000.00","60412ALU5","US60412ALU50","-","113.02","United States","-","USD","2.51","0.12","1.00","Oct 01, 2023","5.00","2.51","-","0.12","2.51","0.12","USD","Oct 11, 2017","Oct 11, 2017"
"MARYLAND ST","State Tax-Backed","Fixed Income","286,548.33","0.10","286,548.33","250,000.00","574193PJ1","US574193PJ11","-","112.16","United States","-","USD","2.34","0.14","1.00","Aug 01, 2023","5.00","2.34","-","0.14","2.34","0.14","USD","Aug 30, 2017","Aug 30, 2017"
"TENNESSEE ST","State Tax-Backed","Fixed Income","286,506.67","0.10","286,506.67","250,000.00","880541UJ4","US880541UJ48","-","112.56","United States","-","USD","2.43","0.14","1.00","Sep 01, 2023","5.00","2.43","-","0.14","2.43","0.14","USD","Aug 19, 2014","Aug 19, 2014"
