Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Effective Date,Accrual Date
"DALLAS TEX AREA RAPID TRAN SAL","Local Tax-Backed","Fixed Income","171,592.00","0.06","171,592.00","150,000.00","235241SW7","US235241SW78","-","113.60","United States","-","USD","2.68","0.20","1.00","Dec 01, 2023","5.00","2.68","-","0.20","2.68","0.20","USD","Apr 09, 2019","Apr 09, 2019"
"WILMINGTON DEL","Local Tax-Backed","Fixed Income","171,408.00","0.06","171,408.00","160,000.00","971567RF1","US971567RF19","-","106.66","United States","-","USD","2.27","0.15","1.00","Jun 01, 2023","3.00","2.27","-","0.15","2.27","0.15","USD","Oct 23, 2018","Oct 23, 2018"
"CONNECTICUT ST","State Tax-Backed","Fixed Income","171,205.33","0.06","171,205.33","150,000.00","20772JQ21","US20772JQ213","-","113.12","United States","-","USD","2.63","0.29","1.00","Nov 15, 2023","5.00","2.63","-","0.29","2.63","0.29","USD","Dec 01, 2015","Dec 01, 2015"
"PALM BEACH CNTY FLA SCH BRD CT","School Districts","Fixed Income","171,048.50","0.06","171,048.50","150,000.00","696550YM8","US696550YM88","-","111.57","United States","-","USD","2.34","0.36","1.00","Aug 01, 2023","5.00","2.34","-","0.36","2.34","0.36","USD","Jun 27, 2014","Jun 27, 2014"
"ARIZONA BRD REGENTS ARIZ ST UN","Education","Fixed Income","170,651.00","0.06","170,651.00","150,000.00","04048RKE5","US04048RKE52","-","111.31","United States","-","USD","2.34","0.46","1.00","Aug 01, 2023","5.00","2.34","-","0.46","2.34","0.46","USD","May 15, 2014","May 15, 2014"
"NEW YORK ST DORM AUTH REVS NON","State Tax-Backed","Fixed Income","169,530.00","0.06","169,530.00","150,000.00","64990BK69","US64990BK697","-","111.40","United States","-","USD","2.51","0.69","1.00","Oct 01, 2023","5.00","2.50","-","0.69","2.50","0.69","USD","May 27, 2016","May 27, 2016"
"WASHINGTON ST FOR ISSUES DTD P","State Tax-Backed","Fixed Income","169,143.38","0.06","169,143.38","150,000.00","93974DEQ7","US93974DEQ79","-","110.18","United States","-","USD","1.89","0.17","1.00","Feb 01, 2023","5.25","1.89","-","0.17","1.89","0.17","USD","Feb 05, 2014","Feb 05, 2014"
"TEXAS ST","State Tax-Backed","Fixed Income","168,348.00","0.06","168,348.00","150,000.00","882723RA9","US882723RA97","-","110.61","United States","-","USD","2.07","0.12","1.00","Apr 01, 2023","5.00","2.06","-","0.12","2.06","0.12","USD","Oct 15, 2014","Oct 15, 2014"
"GEORGIA ST","State Tax-Backed","Fixed Income","168,338.00","0.06","168,338.00","150,000.00","3733843X2","US3733843X29","-","109.77","United States","-","USD","1.90","0.13","1.00","Feb 01, 2023","5.00","1.90","-","0.13","1.90","0.13","USD","Jul 07, 2016","Jul 07, 2016"
"NORTH CAROLINA ST","State Tax-Backed","Fixed Income","168,268.00","0.06","168,268.00","150,000.00","658256V58","US658256V584","-","111.39","United States","-","USD","2.23","0.13","1.00","Jun 01, 2023","5.00","2.23","-","0.13","2.23","0.13","USD","Apr 30, 2014","Apr 30, 2014"
"GEORGIA ST","State Tax-Backed","Fixed Income","168,244.50","0.06","168,244.50","150,000.00","3733843H7","US3733843H78","-","111.79","United States","-","USD","2.31","0.13","1.00","Jul 01, 2023","5.00","2.31","-","0.13","2.31","0.13","USD","Jul 07, 2016","Jul 07, 2016"
"VIRGINIA ST PUB SCH AUTH SPL O","Local Tax-Backed","Fixed Income","168,268.00","0.06","168,268.00","150,000.00","92817TGX8","US92817TGX81","-","110.14","United States","-","USD","1.98","0.14","1.00","Mar 01, 2023","5.00","1.98","-","0.14","1.98","0.14","USD","Mar 09, 2017","Mar 09, 2017"
"METROPOLITAN ST LOUIS MO SWR D","Prerefund/Escrow","Fixed Income","168,183.50","0.06","168,183.50","150,000.00","592481FK6","US592481FK62","-","110.91","United States","-","USD","2.14","0.16","1.00","May 01, 2023","5.00","2.15","-","0.16","2.15","0.16","USD","Dec 18, 2013","Dec 18, 2013"
"KLEIN TEX INDPT SCH DIST","School Districts","Fixed Income","168,210.50","0.06","168,210.50","150,000.00","498531MS8","US498531MS81","-","109.68","United States","-","USD","1.90","0.17","1.00","Feb 01, 2023","5.00","1.90","-","0.17","1.90","0.17","USD","May 01, 2019","May 07, 2019"
"WISCONSIN ST TRANSPRTN REVENUE","State Tax-Backed","Fixed Income","168,166.50","0.06","168,166.50","150,000.00","977123L30","US977123L300","-","111.74","United States","-","USD","2.31","0.15","1.00","Jul 01, 2023","5.00","2.31","-","0.15","2.31","0.15","USD","Apr 30, 2015","Apr 30, 2015"
"ILLINOIS FIN AUTH REV","Utility","Fixed Income","168,166.50","0.06","168,166.50","150,000.00","45204EXK9","US45204EXK99","-","111.74","United States","-","USD","2.31","0.15","1.00","Jul 01, 2023","5.00","2.31","-","0.15","2.31","0.15","USD","Sep 12, 2017","Sep 12, 2017"
"METROPOLITAN WTR DIST SOUTHN C","Utility","Fixed Income","168,166.50","0.06","168,166.50","150,000.00","59266TPA3","US59266TPA33","-","111.74","United States","-","USD","2.31","0.15","1.00","Jul 01, 2023","5.00","2.31","-","0.15","2.31","0.15","USD","Jun 28, 2018","Jun 28, 2018"
"RHODE ISLAND ST & PROVIDENCE P","State Tax-Backed","Fixed Income","168,146.00","0.06","168,146.00","150,000.00","76222RTN2","US76222RTN25","-","110.89","United States","-","USD","2.14","0.17","1.00","May 01, 2023","5.00","2.15","-","0.17","2.15","0.17","USD","May 10, 2016","May 10, 2016"
"SOUTHERN CALIF PUB PWR AUTH TR","Utility","Fixed Income","168,148.33","0.06","168,148.33","150,000.00","842477UH2","US842477UH22","-","111.71","United States","-","USD","2.31","0.16","1.00","Jul 01, 2023","5.00","2.31","-","0.16","2.31","0.16","USD","Mar 14, 2017","Mar 14, 2017"
"LOS ANGELES CALIF DEPT WTR & P","Utility","Fixed Income","168,088.50","0.06","168,088.50","150,000.00","544495X74","US544495X749","-","111.68","United States","-","USD","2.31","0.17","1.00","Jul 01, 2023","5.00","2.31","-","0.17","2.31","0.17","USD","Feb 09, 2017","Feb 09, 2017"
"LOUISIANA ST","State Tax-Backed","Fixed Income","167,957.33","0.06","167,957.33","150,000.00","546415P38","US546415P386","-","111.79","United States","-","USD","2.35","0.20","1.00","Jul 15, 2023","5.00","2.35","-","0.20","2.35","0.20","USD","May 30, 2013","May 30, 2013"
"MIAMI-DADE CNTY FLA SCH DIST","School Districts","Fixed Income","167,952.33","0.06","167,952.33","150,000.00","59333RHJ6","US59333RHJ68","-","110.12","United States","-","USD","2.01","0.23","1.00","Mar 15, 2023","5.00","2.02","-","0.23","2.02","0.23","USD","May 02, 2017","May 02, 2017"
"CONNECTICUT ST","State Tax-Backed","Fixed Income","167,774.33","0.06","167,774.33","150,000.00","20772KAQ2","US20772KAQ22","-","110.42","United States","-","USD","2.10","0.28","1.00","Apr 15, 2023","5.00","2.10","-","0.28","2.10","0.28","USD","Apr 11, 2018","Apr 11, 2018"
"CLARK CNTY NEV ARPT REV","Transportation","Fixed Income","167,701.50","0.06","167,701.50","150,000.00","18085PRE6","US18085PRE69","-","111.43","United States","-","USD","2.31","0.27","1.00","Jul 01, 2023","5.00","2.31","-","0.27","2.31","0.27","USD","Jul 01, 2019","Jul 01, 2019"
"WEST VA SCH BLDG AUTH EXCESS L","State Tax-Backed","Fixed Income","167,625.00","0.06","167,625.00","150,000.00","95639DLL2","US95639DLL28","-","111.38","United States","-","USD","2.31","0.29","1.00","Jul 01, 2023","5.00","2.31","-","0.29","2.31","0.29","USD","Nov 19, 2015","Nov 19, 2015"
"WASHINGTON D C MET AREA TRAN A","Transportation","Fixed Income","167,470.50","0.06","167,470.50","150,000.00","938782EK1","US938782EK15","-","111.27","United States","-","USD","2.31","0.33","1.00","Jul 01, 2023","5.00","2.31","-","0.33","2.31","0.33","USD","Jul 12, 2017","Jul 12, 2017"
"NEVADA SYS HIGHER ED UNIVS REV","Education","Fixed Income","166,969.50","0.06","166,969.50","150,000.00","641496LR3","US641496LR32","-","110.94","United States","-","USD","2.31","0.46","1.00","Jul 01, 2023","5.00","2.31","-","0.46","2.31","0.46","USD","Feb 19, 2015","Feb 19, 2015"
"WPPI ENERGY WIS PWR SUPPLY SYS","Utility","Fixed Income","166,740.00","0.06","166,740.00","150,000.00","92937NAJ3","US92937NAJ37","-","110.79","United States","-","USD","2.31","0.52","1.00","Jul 01, 2023","5.00","2.31","-","0.52","2.31","0.52","USD","Apr 18, 2013","Apr 18, 2013"
"MIAMI-DADE CNTY FLA AVIATION R","Transportation","Fixed Income","165,442.10","0.06","165,442.10","145,000.00","59333PS58","US59333PS583","-","112.47","United States","-","USD","2.51","0.31","1.00","Oct 01, 2023","5.00","2.51","-","0.31","2.51","0.31","USD","Aug 25, 2016","Aug 25, 2016"
"RHODE ISLAND ST & PROVIDENCE P","State Tax-Backed","Fixed Income","165,111.50","0.06","165,111.50","145,000.00","76222WGJ4","US76222WGJ45","-","112.25","United States","-","USD","2.51","0.39","1.00","Oct 01, 2023","5.00","2.51","-","0.39","2.51","0.39","USD","May 02, 2013","May 02, 2013"
"OHIO ST","State Tax-Backed","Fixed Income","164,522.50","0.06","164,522.50","150,000.00","6775222A1","US6775222A17","-","108.72","United States","-","USD","2.16","0.13","1.00","May 01, 2023","4.00","2.17","-","0.13","2.17","0.13","USD","Jun 18, 2020","Jun 18, 2020"
"LOS ANGELES CALIF DEPT WTR & P","Utility","Fixed Income","164,359.50","0.06","164,359.50","150,000.00","5444956W9","US5444956W90","-","109.27","United States","-","USD","2.33","0.17","1.00","Jul 01, 2023","4.00","2.33","-","0.17","2.33","0.17","USD","May 09, 2019","May 09, 2019"
"MASSACHUSETTS ST COLLEGE BLDG","Education","Fixed Income","164,132.50","0.05","164,132.50","150,000.00","575831CA8","US575831CA85","-","108.46","United States","-","USD","2.16","0.24","1.00","May 01, 2023","4.00","2.16","-","0.24","2.16","0.24","USD","Feb 25, 2016","Feb 25, 2016"
"LONG BEACH CALIF CMNTY COLLEGE","School Districts","Fixed Income","163,485.30","0.05","163,485.30","165,000.00","542411DG5","US542411DG52","-","99.08","United States","-","USD","2.25","0.41","1.00","May 01, 2023","0.00","2.25","-","0.41","2.25","0.41","USD","Nov 06, 2007","Nov 06, 2007"
"TEXAS WATER DEV BRD","Utility","Fixed Income","162,624.11","0.05","162,624.11","145,000.00","882854WC2","US882854WC24","-","110.72","United States","-","USD","2.10","0.15","1.00","Apr 15, 2023","5.00","2.10","-","0.15","2.10","0.15","USD","Nov 04, 2015","Nov 04, 2015"
"OREGON ST DEPT ADMINISTRATIVE","State Tax-Backed","Fixed Income","162,534.85","0.05","162,534.85","145,000.00","68607VJ22","US68607VJ222","-","110.47","United States","-","USD","2.07","0.18","1.00","Apr 01, 2023","5.00","2.06","-","0.18","2.06","0.18","USD","Jul 29, 2014","Jul 29, 2014"
"AUSTIN TEX WTR & WASTEWATER SY","Utility","Fixed Income","162,457.84","0.05","162,457.84","145,000.00","052476Q27","US052476Q275","-","111.03","United States","-","USD","2.18","0.19","1.00","May 15, 2023","5.00","2.18","-","0.19","2.18","0.19","USD","Aug 18, 2015","Aug 18, 2015"
"IOWA ST SPL OBLIG","State Tax-Backed","Fixed Income","162,427.87","0.05","162,427.87","145,000.00","46257TEL9","US46257TEL98","-","111.42","United States","-","USD","2.27","0.19","1.00","Jun 15, 2023","5.00","2.27","-","0.19","2.27","0.19","USD","Jul 28, 2016","Jul 28, 2016"
"SANTA FE CNTY N MEX","Local Tax-Backed","Fixed Income","162,411.60","0.05","162,411.60","145,000.00","801889NV4","US801889NV47","-","111.63","United States","-","USD","2.31","0.19","1.00","Jul 01, 2023","5.00","2.31","-","0.19","2.31","0.19","USD","May 26, 2015","May 26, 2015"
"TARRANT TX REGL WTR DIST WTR REVEN","Utility","Fixed Income","162,306.72","0.05","162,306.72","145,000.00","876443PB2","US876443PB24","-","109.89","United States","-","USD","1.98","0.25","1.00","Mar 01, 2023","5.00","1.98","-","0.25","1.98","0.25","USD","Apr 01, 2016","May 10, 2016"
"BLOUNT CNTY TENN","Local Tax-Backed","Fixed Income","162,261.77","0.05","162,261.77","145,000.00","095167SV5","US095167SV51","-","111.11","United States","-","USD","2.23","0.24","1.00","Jun 01, 2023","5.00","2.23","-","0.24","2.23","0.24","USD","Dec 01, 2016","Dec 01, 2016"
"NEW JERSEY ST","State Tax-Backed","Fixed Income","161,758.62","0.05","161,758.62","145,000.00","646039WL7","US646039WL79","-","110.77","United States","-","USD","2.23","0.38","1.00","Jun 01, 2023","5.00","2.23","-","0.38","2.23","0.38","USD","Dec 21, 2016","Dec 21, 2016"
"UNIVERSITY WASH UNIV REVS","Education","Fixed Income","161,633.43","0.05","161,633.43","145,000.00","91523NQV1","US91523NQV19","-","110.84","United States","-","USD","2.70","0.17","1.00","Dec 01, 2023","4.00","2.70","-","0.17","2.70","0.17","USD","Nov 09, 2016","Nov 09, 2016"
"SAN JOSE EVERGREEN CALIF CMNTY","School Districts","Fixed Income","160,520.73","0.05","160,520.73","140,000.00","798189KC9","US798189KC97","-","112.62","United States","-","USD","2.43","0.12","1.00","Sep 01, 2023","5.00","2.43","-","0.12","2.43","0.12","USD","Apr 23, 2014","Apr 23, 2014"
"LOUDOUN CNTY VA","Local Tax-Backed","Fixed Income","160,452.13","0.05","160,452.13","140,000.00","54589TEZ1","US54589TEZ12","-","113.82","United States","-","USD","2.68","0.13","1.00","Dec 01, 2023","5.00","2.68","-","0.13","2.68","0.13","USD","Jun 07, 2016","Jun 07, 2016"
"TENNESSEE ST","State Tax-Backed","Fixed Income","160,467.07","0.05","160,467.07","140,000.00","880541XE2","US880541XE24","-","112.16","United States","-","USD","2.34","0.14","1.00","Aug 01, 2023","5.00","2.34","-","0.14","2.34","0.14","USD","Aug 25, 2016","Aug 25, 2016"
"FOOTHILL-DE ANZA CALIF CMNTY C","School Districts","Fixed Income","160,392.87","0.05","160,392.87","140,000.00","345102KX4","US345102KX47","-","112.11","United States","-","USD","2.34","0.16","1.00","Aug 01, 2023","5.00","2.34","-","0.16","2.34","0.16","USD","Aug 19, 2014","Aug 19, 2014"
"GEORGIA ST","State Tax-Backed","Fixed Income","160,408.73","0.05","160,408.73","140,000.00","3733846S0","US3733846S07","-","113.79","United States","-","USD","2.68","0.14","1.00","Dec 01, 2023","5.00","2.68","-","0.14","2.68","0.14","USD","Nov 17, 2016","Nov 17, 2016"
"MICHIGAN ST BLDG AUTH REV","State Tax-Backed","Fixed Income","160,324.58","0.05","160,324.58","140,000.00","594615AK2","US594615AK21","-","113.09","United States","-","USD","2.55","0.16","1.00","Oct 15, 2023","5.00","2.55","-","0.16","2.55","0.16","USD","Jul 18, 2013","Jul 18, 2013"
"MICHIGAN ST","State Tax-Backed","Fixed Income","160,279.93","0.05","160,279.93","140,000.00","594612CA9","US594612CA99","-","113.69","United States","-","USD","2.68","0.17","1.00","Dec 01, 2023","5.00","2.68","-","0.17","2.68","0.17","USD","Sep 15, 2015","Sep 15, 2015"
"HOUSTON TEX UTIL SYS REV","Utility","Fixed Income","160,211.64","0.05","160,211.64","140,000.00","44244CMT1","US44244CMT17","-","113.42","United States","-","USD","2.63","0.19","1.00","Nov 15, 2023","5.00","2.63","-","0.19","2.63","0.19","USD","May 01, 2017","May 04, 2017"
"TRIBOROUGH BRDG & TUNL AUTH N","Transportation","Fixed Income","160,127.64","0.05","160,127.64","140,000.00","89602NY65","US89602NY653","-","113.36","United States","-","USD","2.63","0.21","1.00","Nov 15, 2023","5.00","2.63","-","0.21","2.63","0.21","USD","Feb 06, 2014","Feb 06, 2014"
"SNOHOMISH CNTY WASH SCH DIST N","School Districts","Fixed Income","159,852.93","0.05","159,852.93","140,000.00","833124QD5","US833124QD51","-","113.39","United States","-","USD","2.68","0.27","1.00","Dec 01, 2023","5.00","2.67","-","0.27","2.67","0.27","USD","Jun 30, 2016","Jun 30, 2016"
"RICHMOND VA PUB UTIL REV","Utility","Fixed Income","159,078.86","0.05","159,078.86","145,000.00","765433KA4","US765433KA43","-","109.53","United States","-","USD","1.90","0.14","1.00","Jan 15, 2023","5.00","1.89","-","0.14","1.89","0.14","USD","Dec 07, 2016","Dec 07, 2016"
"DELAWARE ST","State Tax-Backed","Fixed Income","157,080.93","0.05","157,080.93","140,000.00","246381GR2","US246381GR27","-","110.16","United States","-","USD","1.98","0.13","1.00","Mar 01, 2023","5.00","1.98","-","0.13","1.98","0.13","USD","Mar 16, 2016","Mar 16, 2016"
"FLORIDA ST BRD ED PUB ED","State Tax-Backed","Fixed Income","157,085.13","0.05","157,085.13","140,000.00","34153QDN3","US34153QDN34","-","111.41","United States","-","USD","2.23","0.12","1.00","Jun 01, 2023","5.00","2.23","-","0.12","2.23","0.12","USD","Jul 14, 2016","Jul 14, 2016"
"NEW YORK ST URBAN DEV CORP REV","State Tax-Backed","Fixed Income","157,042.51","0.05","157,042.51","140,000.00","650035F52","US650035F526","-","110.33","United States","-","USD","2.01","0.14","1.00","Mar 15, 2023","5.00","2.02","-","0.14","2.02","0.14","USD","Dec 19, 2013","Dec 19, 2013"
"UNIVERSITY TEX PERM UNIV FD","Education","Fixed Income","156,955.40","0.05","156,955.40","140,000.00","9151157N3","US9151157N38","-","111.74","United States","-","USD","2.31","0.15","1.00","Jul 01, 2023","5.00","2.31","-","0.15","2.31","0.15","USD","Sep 01, 2016","Sep 01, 2016"
"OHIO ST TPK COMMN TPK REV","Transportation","Fixed Income","156,927.24","0.05","156,927.24","140,000.00","67760HLA7","US67760HLA76","-","109.83","United States","-","USD","1.94","0.19","1.00","Feb 15, 2023","5.00","1.93","-","0.19","1.93","0.19","USD","Sep 28, 2017","Sep 28, 2017"
"LOS ANGELES CALIF DEPT WTR & P","Utility","Fixed Income","156,882.60","0.05","156,882.60","140,000.00","544495C51","US544495C511","-","111.68","United States","-","USD","2.31","0.17","1.00","Jul 01, 2023","5.00","2.31","-","0.17","2.31","0.17","USD","Jun 10, 2014","Jun 10, 2014"
"NEW MEXICO FIN AUTH REV","State Tax-Backed","Fixed Income","156,840.13","0.05","156,840.13","140,000.00","64711NWF8","US64711NWF85","-","111.24","United States","-","USD","2.23","0.19","1.00","Jun 01, 2023","5.00","2.23","-","0.19","2.23","0.19","USD","Aug 13, 2014","Aug 13, 2014"
"OKLAHOMA ST CAPITOL IMPT AUTH","State Tax-Backed","Fixed Income","156,486.40","0.05","156,486.40","140,000.00","679088AV6","US679088AV66","-","111.40","United States","-","USD","2.31","0.28","1.00","Jul 01, 2023","5.00","2.31","-","0.28","2.31","0.28","USD","Apr 09, 2014","Apr 09, 2014"
"METROPOLITAN TRANSN AUTH N Y R","Transportation","Fixed Income","155,721.84","0.05","155,721.84","140,000.00","59261AAG2","US59261AAG22","-","110.22","United States","-","USD","2.63","1.27","1.00","Nov 15, 2023","5.00","2.61","-","1.27","2.61","1.27","USD","Dec 17, 2015","Dec 17, 2015"
"HARRIS CNTY TEX","Transportation","Fixed Income","154,835.40","0.05","154,835.40","135,000.00","414005WC8","US414005WC81","-","112.43","United States","-","USD","2.38","0.11","1.00","Aug 15, 2023","5.00","2.38","-","0.11","2.38","0.11","USD","Jul 12, 2016","Jul 12, 2016"
"WISCONSIN ST FOR ISSUES DTD PR","State Tax-Backed","Fixed Income","154,624.05","0.05","154,624.05","135,000.00","97705MEG6","US97705MEG69","-","113.33","United States","-","USD","2.59","0.16","1.00","Nov 01, 2023","5.00","2.59","-","0.16","2.59","0.16","USD","Aug 25, 2016","Aug 25, 2016"
"INDIANA UNIV","Education","Fixed Income","154,591.65","0.05","154,591.65","135,000.00","455168DQ4","US455168DQ43","-","112.05","United States","-","USD","2.34","0.18","1.00","Aug 01, 2023","5.00","2.34","-","0.18","2.34","0.18","USD","Aug 04, 2016","Aug 04, 2016"
"HUNTINGTON BEACH CALIF UN HIGH","School Districts","Fixed Income","154,375.65","0.05","154,375.65","135,000.00","446222UD1","US446222UD16","-","111.89","United States","-","USD","2.34","0.24","1.00","Aug 01, 2023","5.00","2.34","-","0.24","2.34","0.24","USD","Mar 20, 2013","Mar 20, 2013"
"ORLANDO FLA CAP IMPT SPL REV","Local Tax-Backed","Fixed Income","154,379.25","0.05","154,379.25","135,000.00","68641HLC6","US68641HLC69","-","112.73","United States","-","USD","2.51","0.22","1.00","Oct 01, 2023","5.00","2.51","-","0.22","2.51","0.22","USD","May 03, 2016","May 03, 2016"
"NEW YORK N Y","Local Tax-Backed","Fixed Income","154,231.20","0.05","154,231.20","135,000.00","64966KSK0","US64966KSK06","-","111.79","United States","-","USD","2.34","0.28","1.00","Aug 01, 2023","5.00","2.34","-","0.28","2.34","0.28","USD","Mar 19, 2013","Mar 19, 2013"
"UNIVERSITY OF ALA AT BIRMINGHA","Education","Fixed Income","153,955.35","0.05","153,955.35","135,000.00","914745CN2","US914745CN29","-","112.42","United States","-","USD","2.51","0.33","1.00","Oct 01, 2023","5.00","2.51","-","0.33","2.51","0.33","USD","Mar 05, 2015","Mar 05, 2015"
"HAMILTON CNTY OHIO SALES TAX","Local Tax-Backed","Fixed Income","153,201.60","0.05","153,201.60","135,000.00","407287LY5","US407287LY57","-","112.69","United States","-","USD","2.67","0.50","1.00","Dec 01, 2023","5.00","2.67","-","0.50","2.67","0.50","USD","Sep 07, 2016","Sep 07, 2016"
"BAY AREA TOLL AUTH CALIF TOLL","Prerefund/Escrow","Fixed Income","152,315.44","0.05","152,315.44","135,000.00","072024TH5","US072024TH50","-","111.12","United States","-","USD","2.06","0.13","1.00","Apr 01, 2023","5.25","2.06","-","0.13","2.06","0.13","USD","Aug 06, 2013","Aug 06, 2013"
"REGIONAL PUB TRANSN AUTH ARIZ","Local Tax-Backed","Fixed Income","152,154.11","0.05","152,154.11","135,000.00","75902JBB4","US75902JBB44","-","112.31","United States","-","USD","2.31","0.16","1.00","Jul 01, 2023","5.25","2.31","-","0.16","2.31","0.16","USD","Jan 29, 2014","Jan 29, 2014"
"SPRING BRANCH TEX INDPT SCH DI","School Districts","Fixed Income","151,474.50","0.05","151,474.50","135,000.00","849476QM1","US849476QM19","-","109.75","United States","-","USD","1.90","0.14","1.00","Feb 01, 2023","5.00","1.90","-","0.14","1.90","0.14","USD","Oct 15, 2015","Oct 15, 2015"
"OHIO ST","State Tax-Backed","Fixed Income","151,460.85","0.05","151,460.85","135,000.00","677522NP5","US677522NP59","-","110.35","United States","-","USD","2.01","0.14","1.00","Mar 15, 2023","5.00","2.02","-","0.14","2.02","0.14","USD","Jan 25, 2017","Jan 25, 2017"
"MASSACHUSETTS ST","State Tax-Backed","Fixed Income","151,420.05","0.05","151,420.05","135,000.00","57582RHS8","US57582RHS85","-","111.79","United States","-","USD","2.31","0.13","1.00","Jul 01, 2023","5.00","2.31","-","0.13","2.31","0.13","USD","Mar 17, 2016","Mar 17, 2016"
"OREGON ST DEPT ADMINISTRATIVE","State Tax-Backed","Fixed Income","151,325.55","0.05","151,325.55","135,000.00","68607VH32","US68607VH325","-","110.47","United States","-","USD","2.07","0.18","1.00","Apr 01, 2023","5.00","2.06","-","0.18","2.06","0.18","USD","Jul 29, 2014","Jul 29, 2014"
"CALIFORNIA ST PUB WKS BRD LEAS","State Tax-Backed","Fixed Income","151,299.00","0.05","151,299.00","135,000.00","13068LVQ5","US13068LVQ57","-","110.86","United States","-","USD","2.14","0.18","1.00","May 01, 2023","5.00","2.15","-","0.18","2.15","0.18","USD","Oct 13, 2015","Oct 13, 2015"
"LOS ANGELES CALIF UNI SCH DIST","School Districts","Fixed Income","151,210.80","0.05","151,210.80","135,000.00","544646S60","US544646S606","-","111.63","United States","-","USD","2.31","0.19","1.00","Jul 01, 2023","5.00","2.31","-","0.19","2.31","0.19","USD","Jun 26, 2014","Jun 26, 2014"
"HAWAII ST-FG","State Tax-Backed","Fixed Income","150,466.95","0.05","150,466.95","135,000.00","419792LY0","US419792LY01","-","110.16","United States","-","USD","2.54","0.19","1.00","Oct 01, 2023","4.00","2.54","-","0.19","2.54","0.19","USD","Oct 13, 2016","Oct 13, 2016"
"OHIO STATE","State Tax-Backed","Fixed Income","149,008.89","0.05","149,008.89","130,000.00","6775216S0","US6775216S07","-","112.78","United States","-","USD","2.46","0.13","1.00","Sep 15, 2023","5.00","2.47","-","0.13","2.47","0.13","USD","May 29, 2014","May 29, 2014"
"COLUMBUS OHIO","Local Tax-Backed","Fixed Income","148,959.06","0.05","148,959.06","130,000.00","199492EU9","US199492EU96","-","112.32","United States","-","USD","2.38","0.15","1.00","Aug 15, 2023","5.00","2.38","-","0.15","2.38","0.15","USD","Sep 04, 2013","Sep 04, 2013"
"DISTRICT COLUMBIA WTR & SWR AU","Utility","Fixed Income","148,959.20","0.05","148,959.20","130,000.00","254845KH2","US254845KH27","-","112.96","United States","-","USD","2.51","0.14","1.00","Oct 01, 2023","5.00","2.51","-","0.14","2.51","0.14","USD","Nov 20, 2014","Nov 20, 2014"
"OHIO ST WTR DEV AUTH REV FOR I","Utility","Fixed Income","148,950.97","0.05","148,950.97","130,000.00","67765QCE4","US67765QCE44","-","113.79","United States","-","USD","2.68","0.14","1.00","Dec 01, 2023","5.00","2.68","-","0.14","2.68","0.14","USD","Jul 07, 2016","Jul 07, 2016"
"OKLAHOMA AGRIC & MECHANICAL CO","Prerefund/Escrow","Fixed Income","148,923.23","0.05","148,923.23","130,000.00","678505EQ7","US678505EQ74","-","112.10","United States","-","USD","2.34","0.16","1.00","Aug 01, 2023","5.00","2.34","-","0.16","2.34","0.16","USD","Aug 29, 2013","Aug 29, 2013"
"HAWAII ST","State Tax-Backed","Fixed Income","148,773.30","0.05","148,773.30","130,000.00","419792SC1","US419792SC18","-","112.82","United States","-","USD","2.51","0.19","1.00","Oct 01, 2023","5.00","2.51","-","0.19","2.51","0.19","USD","May 24, 2017","May 24, 2017"
"SALEM-KEIZER ORE SCH DIST NO 2","School Districts","Fixed Income","148,678.50","0.05","148,678.50","150,000.00","794173FP4","US794173FP47","-","99.12","United States","-","USD","2.38","0.37","1.00","Jun 15, 2023","0.00","2.37","-","0.37","2.37","0.37","USD","Mar 16, 2009","Mar 16, 2009"
"TRIBOROUGH BRDG & TUNL AUTH N","Transportation","Fixed Income","148,689.96","0.05","148,689.96","130,000.00","89602N2P8","US89602N2P83","-","113.36","United States","-","USD","2.63","0.21","1.00","Nov 15, 2023","5.00","2.63","-","0.21","2.63","0.21","USD","May 15, 2015","May 15, 2015"
"PORT AUTH N Y & N J","Transportation","Fixed Income","148,645.32","0.05","148,645.32","130,000.00","73358WYU2","US73358WYU25","-","112.91","United States","-","USD","2.55","0.22","1.00","Oct 15, 2023","5.00","2.55","-","0.22","2.55","0.22","USD","Oct 20, 2015","Oct 20, 2015"
"ESCONDIDO CALIF UN HIGH SCH DIST","School Districts","Fixed Income","148,486.50","0.05","148,486.50","150,000.00","296353KN4","US296353KN40","-","98.99","United States","-","USD","2.51","0.40","1.00","Aug 01, 2023","0.00","2.50","-","0.40","2.50","0.40","USD","Aug 18, 2009","Aug 18, 2009"
"WASHINGTON ST","State Tax-Backed","Fixed Income","146,005.88","0.05","146,005.88","135,000.00","939745SV8","US939745SV85","-","107.74","United States","-","USD","1.45","2.22","1.00","Jul 01, 2023","5.50","1.45","-","2.22","1.45","2.22","USD","Apr 01, 1998","Apr 01, 1998"
"FORSYTH CNTY GA SCH DIST","School Districts","Fixed Income","145,864.33","0.05","145,864.33","130,000.00","346604JY8","US346604JY81","-","109.75","United States","-","USD","1.90","0.14","1.00","Feb 01, 2023","5.00","1.90","-","0.14","1.90","0.14","USD","Aug 09, 2018","Aug 09, 2018"
