Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Accrual Date,Effective Date
"IUSB","ISHARES CORE TOTAL USD BOND MARKET","Corporates","Fixed Income","715,970,979.28","48.46","715,970,979.28","13,204,924.00","13,204,924.00","46434V613","US46434V6130","BN90WM7","54.22","United States","XNAS","USD","5.81","1.55","1.00","-","0.00","6.11","-","1.50","5.98","1.50","USD","-","Jun 10, 2014"
"IVV","ISHARES CORE S&P ETF","Corporates","Equity","316,795,797.76","21.44","316,795,797.76","831,136.00","831,136.00","464287200","US4642872000","2593025","381.16","United States","ARCX","USD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","USD","-","Dec 01, 2009"
"IDEV","ISHARES CORE MSCI INT DEVEL ETF","Corporates","Equity","210,688,923.20","14.26","210,688,923.20","3,325,792.00","3,325,792.00","46435G326","US46435G3267","BF0BYP0","63.35","United States","ARCX","USD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","USD","-","Mar 15, 2017"
"IAGG","iShares Core Intl Aggregate Bnd ET","Corporates","Fixed Income","126,808,496.75","8.58","126,808,496.75","2,263,225.00","2,263,225.00","46435G672","US46435G6724","BYQKX57","56.03","United States","BATS","USD","7.84","0.70","1.00","-","0.00","7.86","-","0.69","7.84","0.69","USD","-","Nov 10, 2015"
"IEMG","ISHARES CORE MSCI EMERGING MARKETS","Corporates","Equity","76,641,933.00","5.19","76,641,933.00","1,171,895.00","1,171,895.00","46434G103","US46434G1031","B8NDCB6","65.40","United States","ARCX","USD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","USD","-","Oct 17, 2012"
"IJH","ISHARES CORE S&P MID-CAP ETF","Corporates","Equity","20,489,523.96","1.39","20,489,523.96","84,748.00","84,748.00","464287507","US4642875078","2611637","241.77","United States","ARCX","USD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","USD","-","May 22, 2000"
"IJR","ISHARES CORE S&P SMALL-CAP ETF","Corporates","Equity","8,913,643.90","0.60","8,913,643.90","90,055.00","90,055.00","464287804","US4642878049","2678869","98.98","United States","ARCX","USD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","USD","-","May 22, 2000"
"XTSLA","BLK CSH FND TREASURY SL AGENCY","Cash and/or Derivatives","Money Market","1,356,000.00","0.09","1,356,000.00","1,356,000.00","1,356,000.00","066922477","US0669224778","-","1.00","United States","-","USD","0.12","0.08","1.00","-","0.13","0.13","-","0.08","0.13","0.08","USD","-","Feb 04, 2009"
"USD","USD CASH","Cash and/or Derivatives","Cash","-93,845.02","-0.01","-93,845.02","-938.00","-938.00","-","-","-","100.00","United States","-","USD","0.00","0.13","1.00","-","0.00","0.00","-","0.13","0.00","0.13","USD","-","Jan 01, 1989"
