Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Effective Date,Accrual Date
"IUSB","ISHARES CORE TOTAL USD BOND MARKET","ETFs","Fixed Income","483,378,122.06","57.07","483,378,122.06","8,939,858.00","8,939,858.00","46434V613","US46434V6130","BN90WM7","54.07","United States","NASDAQ","USD","5.88","1.50","1.00","-","0.00","6.18","-","1.44","6.05","1.44","USD","Jun 10, 2014","-"
"IVV","ISHARES CORE S&P ETF","ETFs","Equity","138,638,939.36","16.37","138,638,939.36","361,736.00","361,736.00","464287200","US4642872000","2593025","383.26","United States","NYSE Arca","USD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","USD","Dec 01, 2009","-"
"IDEV","ISHARES CORE MSCI INT DEVEL ETF","ETFs","Equity","90,871,538.80","10.73","90,871,538.80","1,447,460.00","1,447,460.00","46435G326","US46435G3267","BF0BYP0","62.78","United States","NYSE Arca","USD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","USD","Mar 15, 2017","-"
"IAGG","iShares Core Intl Aggregate Bnd ET","ETFs","Fixed Income","85,396,581.41","10.08","85,396,581.41","1,530,679.00","1,530,679.00","46435G672","US46435G6724","BYQKX57","55.79","United States","Cboe BZX formerly known as BATS","USD","7.82","0.74","1.00","-","0.00","7.84","-","0.73","7.83","0.73","USD","Nov 10, 2015","-"
"IEMG","ISHARES CORE MSCI EMERGING MARKETS","ETFs","Equity","34,146,363.06","4.03","34,146,363.06","510,638.00","510,638.00","46434G103","US46434G1031","B8NDCB6","66.87","United States","NYSE Arca","USD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","USD","Oct 17, 2012","-"
"IJH","ISHARES CORE S&P MID-CAP ETF","ETFs","Equity","8,916,424.60","1.05","8,916,424.60","36,970.00","36,970.00","464287507","US4642875078","2611637","241.18","United States","NYSE Arca","USD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","USD","May 22, 2000","-"
"IJR","ISHARES CORE S&P SMALL-CAP ETF","ETFs","Equity","3,936,042.84","0.46","3,936,042.84","39,388.00","39,388.00","464287804","US4642878049","2678869","99.93","United States","NYSE Arca","USD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","USD","May 22, 2000","-"
"XTSLA","BLK CSH FND TREASURY SL AGENCY","Cash and/or Derivatives","Money Market","1,790,999.63","0.21","1,790,999.63","1,791,000.00","1,791,000.00","066922477","US0669224778","-","1.00","United States","-","USD","0.12","0.08","1.00","-","0.11","0.13","-","0.08","0.13","0.08","USD","Feb 04, 2009","-"
"USD","USD CASH","Cash and/or Derivatives","Cash","-24,482.96","0.00","-24,482.96","-24,483.00","-24,483.00","-","-","-","100.00","United States","-","USD","0.00","0.11","1.00","-","0.00","0.00","-","0.11","0.00","0.11","USD","Jan 01, 1989","-"
