Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Effective Date,Accrual Date
"IUSB","ISHARES CORE TOTAL USD BOND MARKET","Corporates","Fixed Income","703,451,425.20","47.85","703,451,425.20","13,012,420.00","13,012,420.00","46434V613","US46434V6130","BN90WM7","54.06","United States","NASDAQ","USD","5.85","1.50","1.00","-","0.00","6.14","-","1.43","6.00","1.43","USD","Jun 10, 2014","-"
"IVV","ISHARES CORE S&P ETF","Corporates","Equity","320,829,648.16","21.82","320,829,648.16","819,028.00","819,028.00","464287200","US4642872000","2593025","391.72","United States","NYSE Arca","USD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","USD","Dec 01, 2009","-"
"IDEV","ISHARES CORE MSCI INT DEVEL ETF","Corporates","Equity","210,436,524.57","14.31","210,436,524.57","3,277,317.00","3,277,317.00","46435G326","US46435G3267","BF0BYP0","64.21","United States","NYSE Arca","USD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","USD","Mar 15, 2017","-"
"IAGG","iShares Core Intl Aggregate Bnd ET","Corporates","Fixed Income","123,964,807.20","8.43","123,964,807.20","2,227,980.00","2,227,980.00","46435G672","US46435G6724","BYQKX57","55.64","United States","Cboe BZX formerly known as BATS","USD","7.81","0.77","1.00","-","0.00","7.83","-","0.76","7.81","0.76","USD","Nov 10, 2015","-"
"IEMG","ISHARES CORE MSCI EMERGING MARKETS","Corporates","Equity","78,898,542.08","5.37","78,898,542.08","1,156,192.00","1,156,192.00","46434G103","US46434G1031","B8NDCB6","68.24","United States","NYSE Arca","USD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","USD","Oct 17, 2012","-"
"IJH","ISHARES CORE S&P MID-CAP ETF","Corporates","Equity","21,080,430.14","1.43","21,080,430.14","83,699.00","83,699.00","464287507","US4642875078","2611637","251.86","United States","NYSE Arca","USD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","USD","May 22, 2000","-"
"IJR","ISHARES CORE S&P SMALL-CAP ETF","Corporates","Equity","9,476,093.76","0.64","9,476,093.76","88,944.00","88,944.00","464287804","US4642878049","2678869","106.54","United States","NYSE Arca","USD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","USD","May 22, 2000","-"
"XTSLA","BLK CSH FND TREASURY SL AGENCY","Cash and/or Derivatives","Money Market","2,076,000.00","0.14","2,076,000.00","2,076,000.00","2,076,000.00","066922477","US0669224778","-","1.00","United States","-","USD","0.11","0.06","1.00","-","0.12","0.11","-","0.06","0.11","0.06","USD","Feb 04, 2009","-"
"USD","USD CASH","Cash and/or Derivatives","Cash","-51,913.97","0.00","-51,913.97","-51,914.00","-51,914.00","-","-","-","100.00","United States","-","USD","0.00","0.12","1.00","-","0.00","0.00","-","0.12","0.00","0.12","USD","Jan 01, 1989","-"
